Batch,FC_1,FC_2,FC_3,FC_4,FC_5,FC_6,FC_7,FC_8,FC_9,FC_10,L2-Norm,R2_Mean,R2_Max_Mean_Fold,R2_Variance,R2_Min_Variance_Fold,RMSE_Mean,RMSE_Min_Mean_Fold,RMSE_Variance,RMSE_Min_Variance_Fold,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9,Fold_10
Batch_01,"[ 3.99450483 -2.30239334  4.39577983 -0.82255192  0.05580948 -4.13689381
  2.84192661  2.35603652  2.57749673]","[ 2.41934032 -1.13615309  4.15582354 -0.71800173  0.03778962 -4.03221629
  2.62106371  2.22071034  2.34852751]","[ 3.53587424 -1.93095759  3.62135335 -0.12359196  0.54071458 -4.39380128
  2.64307412  2.23902313  2.42316945]","[ 3.00002441 -1.71843214  1.58065741  1.34329119  4.38547215 -6.32372885
  2.66713242  2.21601975  2.38385428]","[ 3.10686037 -2.12183973  3.16956272  0.88604663  3.26664464 -7.07352637
  2.97459357  2.52902733  2.68163034]","[  2.18580282  -1.55244872  -0.55270522   3.98000706  11.63772736
 -11.39478752   2.77990567   2.34366323   2.53517969]","[  2.6619349   -1.93049889   0.94740859   2.89127033   8.92032373
 -10.2672982    2.90227246   2.46793021   2.67762952]","[ 2.48170038 -0.540979    3.90355174 -1.15168833  0.26408932 -2.7979274
  2.24983318  1.82506446  2.03528407]","[ 3.34516381 -2.12637079  3.33370382  0.39414026  2.36729768 -5.96283371
  2.88468922  2.43633288  2.62732477]","[  1.31629265  -1.6996458   -1.58551222   6.00558967  25.91013987
 -19.17547944   3.3722143    2.90911639   3.1144957 ]",46.74201736351954,0.5259,3,0.0681,3,0.1661,4,0.0013,9,0.51395,0.49964000000000003,0.5259400000000001,0.49774,0.46567,0.48281999999999997,0.5214700000000001,0.52158,0.48928000000000005,-0.42793000000000003
Batch_02,"[ 8.24943691 -5.44460812  2.33548617  3.11595679 -6.92822811 -1.51038913
  1.62237504  2.34765866  2.32547483]","[ 8.23977055 -5.95554226  1.74141383  3.88924722 -1.32556656 -5.80973252
  2.34455867  2.86441511  2.74263489]","[ 9.26966607 -6.85776754  3.1930972   3.0189731  -7.16596629 -2.6115077
  2.19452361  2.86502595  2.82825405]","[10.93990164 -9.76437801  3.01558128  4.96542903 -2.44040578 -8.52027423
  3.45563383  4.05828515  3.99832319]","[10.61731196 -8.69797773  2.59648032  4.46427799 -4.16091423 -6.04466867
  2.87798777  3.50434036  3.40285957]","[ 12.23063709 -11.83941476   5.96739271   3.56661951  -8.73851371
  -7.23646478   4.24384263   4.96293934   4.85587914]","[  7.07833078  -3.36025898   4.01806087  -0.13189975 -10.33283412
   3.12496374   1.10573834   1.77021536   1.58656425]","[ 11.33922351 -10.51049959   2.63906445   6.03222299  -1.98912091
 -10.05645527   3.69582457   4.28334677   4.23056855]","[ 9.58962426 -7.78308671  2.98803113  3.82197297 -3.91175434 -5.84031955
  2.81752321  3.41933725  3.38253477]","[11.095285   -9.60576654  2.98331583  4.93379106 -4.19680423 -7.28333092
  3.19978577  3.81299437  3.76377544]",55.184713458661,0.7938,6,0.0134,8,0.355,7,0.0146,1,0.7861800000000001,0.78886,0.79058,0.7903899999999999,0.78427,0.79378,0.7927799999999999,0.78901,0.7863100000000001,0.78881
Batch_03,"[ 12.87589195 -16.35148869  -0.90779594  11.41208441  17.9893054
 -27.91288162   7.48401732   7.46682987   7.69276275]","[  8.16815522  -9.10156263  -6.32559392  12.99256217  23.20364902
 -24.23272046   4.35789037   4.35965501   4.66928415]","[  6.52070592  -6.71674014  -3.9816785    9.6351458   17.991377
 -19.25824352   3.7552904    3.76783364   4.02629413]","[ 12.60549623 -13.76772571  -1.29782293   9.24398382   6.89772758
 -17.65777876   5.62335662   5.6296636    5.87409294]","[ 10.3499147  -11.42635712   0.67349365   6.9673814    9.90746904
 -18.07872472   5.53063236   5.50998728   5.76575138]","[  1.797756    -1.11333224  -4.60479249   8.42707645  20.17715788
 -17.36050672   2.29129813   2.25310578   2.5173967 ]","[ 10.46117752 -12.68671065  -4.2690796   12.57941623  22.23571889
 -26.42026192   5.86777997   5.87745025   6.17293855]","[  2.53572974  -1.75265105  -5.65087022   9.61865688  24.87515675
 -19.7013713    2.34808632   2.30943357   2.53747468]","[ 10.47640821 -10.50324117   0.31993672   6.10785088   5.04304932
 -12.90987298   4.58605888   4.72399568   4.88512227]","[  8.44100167  -9.72719778  -1.71038041   9.50898733  14.37388641
 -21.01289096   4.97827626   4.96908412   5.25455684]",106.03500603662373,0.539,9,0.0538,8,0.3777,9,0.0271,2,0.5297799999999999,0.5147200000000001,0.52855,0.52931,0.52177,0.51278,0.5182100000000001,0.53147,0.53904,0.51928
Batch_04,"[ 4.69359449 -1.0411337   6.88586559 -4.14553088 -9.29999411  3.08787701
  2.33485201  1.69345615  1.95611695]","[ 4.30871681 -0.50375672  2.59304532 -1.74563281 -7.60648424  3.30138507
  1.92944844  1.10539097  1.39708455]","[  3.72574595   1.40687808  11.62206099  -9.03686597 -29.62752549
  14.21668712   1.36368942   0.55280645   0.80979188]","[  6.95417165  -3.51306189   9.90928626  -6.3725305  -21.59410919
   7.37249048   3.13124363   2.40205283   2.64264505]","[  6.52430583  -4.33987278  10.53336981  -4.3483503  -18.82841691
   2.25475594   3.85201904   2.95283379   3.22624227]","[  4.92377203  -2.55490236   9.24865752  -4.4329162  -12.37199911
   1.17568877   3.52973492   2.64449921   2.84350867]","[  7.90737208  -7.65405576  11.99431514  -3.02853867 -12.37890007
  -5.80952203   5.61138879   4.81214428   5.05436988]","[  7.39567449  -6.11056564   8.76471126  -2.64860632 -10.46717758
  -2.78813997   4.63374408   3.85888685   4.08005044]","[ 9.32304369 -9.21046287  7.68315892 -0.69844886 -0.26637657 -9.69443092
  5.85364328  5.24276589  5.32943088]","[ 5.28499979 -3.78424864  3.74425592  0.56100542  4.62711923 -7.92978394
  3.91458121  3.16566628  3.33564383]",68.85716685605394,0.7697,1,0.0148,2,0.4626,4,0.0173,2,0.76972,0.7639,0.76497,0.76629,0.7635400000000001,0.7656,0.7673300000000001,0.76841,0.76734,0.7680400000000001
Batch_05,"[  6.64907218  -9.09107443  -5.69553508  10.86042549  60.58598672
 -31.91474262   5.74282817   5.35412428   5.54437559]","[  5.57353022  -7.61609846  -0.82651983   7.4587242   48.19548124
 -28.54743674   5.59570071   5.0805176    5.3918695 ]","[  4.22399666  -5.12339808  -3.72569582   8.27307645  50.38178102
 -26.14092246   4.29087919   3.85598844   4.1235864 ]","[  5.00172758  -6.04471222  -0.63503767   6.81226825  36.64331341
 -23.17362777   4.58412864   4.15777693   4.36124377]","[  5.83136883  -7.45063851  -2.54244217   8.16705259  41.84268493
 -25.38579883   5.08136989   4.67884408   4.878611  ]","[  4.36241635  -5.89275354  -3.60940375   9.11752569  49.99773122
 -27.82818812   4.64084414   4.2896116    4.47114626]","[  5.1879719   -5.32761333  -3.28623791   6.76401274  35.81131296
 -19.03142052   3.83269215   3.44845669   3.67494667]","[  5.07287698  -5.45683014  -4.49734536   8.01317541  37.5716956
 -20.51755124   3.86032217   3.48227784   3.69006473]","[  5.21078164  -6.52053397  -2.99553988   7.99072638  45.53932305
 -25.22207404   4.73746066   4.3229855    4.56772483]","[  4.96657643  -6.22559347  -3.65864835   8.97808004  47.4343544
 -26.82914921   4.62094709   4.18334606   4.4047566 ]",172.90229966024054,0.6304,9,0.0182,6,0.2594,5,0.0029,1,0.60951,0.62564,0.6268900000000001,0.62396,0.62595,0.62894,0.6217699999999999,0.62353,0.6304000000000001,0.6202599999999999
Batch_06,"[  2.37299407   0.41317402  -7.94726708   6.61038759  46.21828189
 -16.44725733   1.35184865   1.16223152   1.36128785]","[  3.21820073  -1.36048383  -0.88861386   3.03147857  38.1884967
 -16.15711362   2.59556416   2.46751735   2.67708241]","[  4.53158935  -2.35861955  -2.90739758   3.77667949  27.96633168
 -11.88717487   2.38689035   2.16122554   2.39641224]","[  0.36947363  -1.55647316 -13.58590883  15.8492597  103.20221948
 -44.63428169   3.58149755   3.37955496   3.59588452]","[  5.74174846  -4.55648812  -2.72714199   4.40768064  28.92289397
 -14.01261174   3.26484476   3.10444333   3.31157377]","[  3.27340192  -1.87598663  -3.86431694   5.78556252  36.72241467
 -17.94037557   2.6425742    2.44455128   2.64586567]","[  3.10826664  -2.70905741  -6.08645469   8.30561896  75.46791896
 -29.12283907   3.37882342   3.22375317   3.43254382]","[  4.37547008  -3.92286763  -5.98356012   7.7172722   52.467926
 -23.31837201   3.49527053   3.28769396   3.49558947]","[  4.59564281  -4.67605333  -2.15697808   6.01244236  37.64770719
 -21.97331889   4.04062507   3.88268659   4.08272504]","[  9.4578891  -11.44341013   1.59650358   5.41322722  22.64330741
 -21.91902114   6.39354088   6.18184439   6.44582818]",186.68279812016883,0.6534,9,0.0221,9,0.2984,6,0.0032,8,0.62814,0.63859,0.6374299999999999,0.6372899999999999,0.64873,0.64678,0.65032,0.64632,0.65345,0.6478999999999999
Batch_07,"[  9.2097072   -3.46008471   3.2846641   -5.2765659  -44.47776446
  23.03478701   0.45224314   0.54852659   0.26927157]","[ 7.71154721e+00 -1.85094000e+00  2.48029197e-01 -3.10442851e+00
 -3.51326376e+01  1.96178698e+01 -3.75887661e-02  3.90955316e-03
 -2.35055477e-01]","[  6.01932526  -0.72169264  -1.34049374  -0.68580699 -12.68118457
   9.22384073   0.12944731   0.14877142   0.04553482]","[  8.18005094  -4.57200131  -1.50650727   0.55078062 -19.77050079
   8.55075238   1.50988208   1.63940712   1.40412251]","[  8.65618594  -3.58210913  -0.15001942  -2.5463244  -31.37818139
  17.20327346   0.71954334   0.76083138   0.55935439]","[  8.12737058  -3.23333649  -0.64978288  -1.51153133 -25.08078922
  13.76014884   0.78081254   0.82973689   0.6097867 ]","[ 5.98769406e+00 -7.01602005e-01 -1.83909183e+00 -5.24202356e-01
 -1.88355284e+01  1.18239382e+01 -3.03124992e-03  9.69327687e-02
 -1.81796350e-01]","[  6.7217822   -1.51041065  -3.15679983   0.39011042 -16.72855502
  11.07501098   0.14924266   0.17114904  -0.07826863]","[  8.02596544  -2.69941315   1.35267429  -3.4200755  -33.63179009
  17.8449892    0.49123557   0.57430905   0.34096043]","[  8.56895834  -3.12509392   0.26111201  -2.94207136 -36.37204574
  19.25431469   0.42091623   0.44814557   0.24497784]",108.5112052391462,0.5701,7,0.0451,7,0.39,5,0.016,1,0.56046,0.56739,0.56544,0.56999,0.56691,0.5680599999999999,0.57008,0.5691999999999999,0.5678400000000001,0.56755
Batch_08,"[  1.6567592   -1.12610919 -12.69027672  12.48758797  98.74838292
 -36.33685554   2.7685483    2.87501341   2.76962962]","[  7.29063971 -10.44865498  -8.2792581   15.14699759  94.85968576
 -46.36414554   6.46003111   6.44220431   6.38250898]","[  6.09222305  -6.87949834  -5.45459884  10.01041775  62.82103367
 -30.41904623   4.62955131   4.74662154   4.52490048]","[  6.21954333  -8.20996986  -6.13678529  11.62336008  83.00947204
 -38.24834454   5.56166186   5.6497348    5.47184611]","[  2.74908952  -3.31662993  -3.11141241  10.02438429  67.66391592
 -34.04337736   3.88660291   3.90119411   3.769395  ]","[  5.97565743  -7.73886972  -7.65535501  11.92298967  83.43014156
 -37.54816772   5.29259246   5.39560898   5.23676725]","[  3.96661845  -4.4648896   -6.26324993   9.90151235  74.46341345
 -32.53575234   4.0711886    4.21566865   4.01542249]","[  2.6376085   -2.67365352 -15.1704679   12.65826239  97.94314365
 -34.85900367   3.30710828   3.42022041   3.29221447]","[  6.5478253   -7.86360913  -6.12755289  10.34792286  73.06263906
 -33.08521425   5.13557127   5.25388052   5.07717546]","[  6.67511955  -9.17164858  -8.69973629  13.51966815  89.18796552
 -41.55707795   5.94848396   6.00218489   5.86026579]",294.4405673312092,0.5198,5,0.0489,8,0.3795,5,0.0154,3,0.5069899999999999,0.50937,0.48451999999999995,0.50613,0.51979,0.50963,0.50259,0.51554,0.49596,0.5069
Batch_09,"[ 13.9349365  -18.75435604  22.59500269  -3.15873899  -5.01088266
 -23.54784117   9.92635835  10.96153246  10.33453144]","[ 12.47212521 -16.82289068  21.25186933  -3.45875479   0.15730193
 -23.05139225   9.34347182  10.41115718   9.72374695]","[ 14.43799638 -20.08715355  28.78957684  -4.79804722 -16.52429885
 -24.68645569  10.8418938   11.83039546  11.17968629]","[ 11.38117808 -15.49966007  27.07090134  -5.44235543 -15.22671604
 -21.97150656   9.09295044  10.1750746    9.44261651]","[ 12.930601   -15.16103079  15.3808498   -1.24263758  -4.11587337
 -16.40724682   7.43834563   8.41769      7.80210804]","[ 12.64239262 -17.01967143  25.53172285  -4.47324806  -6.4321591
 -23.17550556   9.46220202  10.45926504   9.83755038]","[ 11.3171767  -14.77313832  20.88758214  -3.04736624  -6.49193634
 -20.72010647   8.34150509   9.35104856   8.71492906]","[ 13.93134282 -18.96043961  18.65882832  -0.79401869 -13.58401015
 -22.27226534   9.86040782  10.80677271  10.0157955 ]","[ 14.97935121 -20.47504487  30.24942087  -6.90067053 -35.38779344
 -17.58132228  10.77959448  11.82380368  11.22385637]","[ 17.04838527 -23.80454151  28.63675819  -4.65686604 -21.50251139
 -25.12506533  12.12562681  13.19156865  12.50046113]",147.8629987519721,0.454,4,0.0894,4,0.455,4,0.0218,1,0.4431799999999999,0.45069,0.44586999999999993,0.45403000000000004,0.41875,0.44859,0.44739000000000007,0.44637000000000004,0.44699,0.44632000000000005
Batch_10,"[ -28.18337333   25.90413493   29.14357483   -0.59415805  423.02931303
 -153.7971744     7.82533062    7.94038167    7.88504896]","[ -13.62670211   11.6826749    16.30718255    1.51101551  347.33698492
 -122.20048927    8.88174406    9.03302499    9.12376024]","[ -26.87199104   30.59763544   12.37852629    1.95011137  389.77545912
 -122.84294449    2.20172028    2.30024525    2.39472184]","[ -25.02599636   21.94335108   21.74070204    4.58225534  390.545972
 -149.47173221    8.33385977    8.25314012    8.20082334]","[ -12.72043302    5.55265555   25.59478776   -0.79385805  418.47639753
 -145.37580461   13.8811476    14.29907393   14.2147535 ]","[ -13.59344731    2.99856118   22.5249311     6.80644785  403.90819633
 -162.64410814   15.89082085   16.32591669   16.06985719]","[ -28.85623832   28.1776124    15.97872792    6.83153143  454.76320675
 -158.12127944    5.58824755    5.90981059    5.78877634]","[ -23.22320253   21.17380216   20.91600179    2.06078559  409.67577646
 -143.7227906     7.852224      7.99753168    7.9699917 ]","[ -45.36570379   54.70445164   16.1736502     4.90884302  560.47853472
 -165.77850526   -4.54865999   -4.18960378   -4.40041862]","[ -25.22510676   27.31059336   16.78559466    0.79163207  373.11758209
 -124.60720443    3.92975797    4.12984438    4.0779093 ]",1415.3737211630585,0.5393,7,0.0262,4,0.9157,7,0.0513,1,0.52312,0.5231800000000001,0.53167,0.5319200000000001,0.5120899999999999,0.5361800000000001,0.53929,0.53373,0.51716,0.5377099999999999
