Batch,FC_1,FC_2,FC_3,FC_4,FC_5,FC_6,FC_7,FC_8,FC_9,FC_10,L2-Norm,R2_Mean,R2_Max_Mean_Fold,R2_Variance,R2_Min_Variance_Fold,RMSE_Mean,RMSE_Min_Mean_Fold,RMSE_Variance,RMSE_Min_Variance_Fold,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9,Fold_10
Batch_01,"[-5.58177130e+02 -9.97920573e-04 -3.05461422e-02 -4.05630752e-03
  5.61298884e+02  5.61425952e+02  5.61404144e+02 -2.50704834e-01]","[ 0.02444978  4.45648461  0.03200238 -0.02799042  2.93445589  3.01649993
  2.99081414 -0.22341651]","[-3.17771808e+02 -1.20567166e-03 -5.42959943e-02  5.18119501e-03
  3.20933497e+02  3.21095976e+02  3.21053962e+02 -2.44726394e-01]","[-3.20695220e+02 -1.21968204e-03 -3.78325908e-02  3.27950194e-03
  3.23857836e+02  3.23977919e+02  3.23969578e+02 -2.49551944e-01]","[-3.14684454e+02 -1.20912394e-03 -5.37386218e-02  4.04094242e-03
  3.17993387e+02  3.18112934e+02  3.18124026e+02 -2.61996040e-01]","[-5.21309678e+02 -1.05285647e-03 -3.47952983e-02 -2.03156802e-03
  5.24424627e+02  5.24531298e+02  5.24520297e+02 -2.47137385e-01]","[-2.58941427e+02 -1.02689559e-03 -4.44176304e-02  1.90028538e-03
  2.62339851e+02  2.62491294e+02  2.62454132e+02 -2.69622493e-01]","[-2.82811814e+02 -1.41059960e-03 -3.44205072e-02 -7.01895978e-04
  2.85989495e+02  2.86126678e+02  2.86113173e+02 -2.50497892e-01]","[-1.78519852e+02 -2.95689787e-03 -3.91955264e-02 -2.77310123e-04
  1.81665010e+02  1.81781188e+02  1.81760508e+02 -2.50925004e-01]","[ 0.01550924  5.21823133  0.04947931 -0.0364068   3.0971542   3.18561487
  3.17871513 -0.24559872]",2077.160217550857,0.8469,2,0.0082,2,0.0976,2,0.0005,10,0.8196900000000001,0.84688,0.82975,0.8209099999999999,0.7934599999999999,0.8192599999999999,0.8118299999999999,0.82725,0.8142299999999999,0.82473
Batch_02,"[ 5.06172999e+00 -7.26538734e+00 -2.79526050e-02  4.29693407e-03
  4.08847528e+00  4.15334920e+00  4.07730892e+00 -3.61609748e-01]","[ 5.50645117e+00 -7.41784562e+00 -4.47036044e-02  7.38420216e-03
  4.10714767e+00  4.19484651e+00  4.10031020e+00 -3.63880862e-01]","[-2.11371412e+03  4.55592190e-04 -8.06731387e-02  1.58710737e-02
  2.11816135e+03  2.11833630e+03  2.11828175e+03 -3.06620461e-01]","[ 4.89940207e+00 -7.04796621e+00 -2.96155995e-02  5.16417644e-03
  4.15931035e+00  4.17261184e+00  4.10080113e+00 -3.71286625e-01]","[-1.45723936e+03  7.10738557e-04 -8.12464577e-02  1.60161598e-02
  1.46182674e+03  1.46198502e+03  1.46192375e+03 -3.20435545e-01]","[ 5.41682078 -7.10402958 -0.04803918  0.00808887  4.20942165  4.22014546
  4.15800999 -0.37650056]","[ 4.55385864e+00 -6.99235739e+00 -2.74802329e-02  5.15938507e-03
  4.03637290e+00  4.06256376e+00  3.98096101e+00 -3.54308544e-01]","[ 4.27179506e+00 -6.40202420e+00 -1.78316381e-02  5.49596203e-03
  4.21547677e+00  4.12220485e+00  4.05712804e+00 -3.82783939e-01]","[ 5.12347732e+00 -7.44267487e+00 -3.84448671e-02  6.42675110e-03
  4.11290510e+00  4.14882763e+00  4.11332461e+00 -3.61030276e-01]","[-1.23054936e+03  6.31036158e-04 -8.56927452e-02  1.62894128e-02
  1.23489205e+03  1.23503531e+03  1.23498062e+03 -3.00927221e-01]",5705.659645151332,0.9173,6,0.0026,7,0.1614,4,0.0025,2,0.9139399999999999,0.91455,0.8968300000000001,0.91668,0.8965099999999999,0.9172699999999999,0.91712,0.91593,0.91489,0.8969199999999999
Batch_03,"[ 6.92819682 -9.48477576 -0.08846753  0.01691803  4.3969406   4.42177312
  4.40522419 -0.37711434]","[ 4.94899561 -7.86952235 -0.06471162  0.01290891  4.30171729  4.32406617
  4.30509436 -0.37433882]","[ 4.45094579 -7.40998623 -0.07324532  0.01707422  4.32710959  4.33917023
  4.29343011 -0.37821602]","[ 5.55432326 -8.26324043 -0.08860054  0.01831228  4.30330229  4.34881132
  4.33504071 -0.371455  ]","[ 4.31499736 -7.24187621 -0.08664994  0.01951143  4.29602952  4.3176006
  4.30006604 -0.37319099]","[ 4.62006395 -7.26350743 -0.085967    0.01753203  4.30889718  4.36821933
  4.34545295 -0.3773115 ]","[ 5.03034515 -8.08955329 -0.09725052  0.01969617  4.35113036  4.3803236
  4.39626614 -0.37313887]","[ 4.92119444 -7.47216467 -0.06312948  0.01268243  4.27264905  4.30636617
  4.28036794 -0.37353638]","[ 5.32276128 -8.4789626  -0.08606925  0.01846424  4.25944913  4.30089995
  4.27376711 -0.36244935]","[ 4.56502889 -7.29610268 -0.06658177  0.01240341  4.2995102   4.35336873
  4.34702804 -0.37690396]",38.106743941546824,0.904,5,0.0056,5,0.1329,10,0.0011,3,0.90299,0.90289,0.90297,0.9039700000000002,0.90398,0.9032199999999999,0.90068,0.9021500000000001,0.90373,0.8989399999999999
Batch_04,"[ 5.04371553 -7.08955966 -0.06649332  0.00747853  4.39229251  4.62811138
  4.43819274 -0.40051608]","[ 3.32772294 -5.68010421 -0.08183385  0.00808445  4.44244811  4.59398061
  4.44179242 -0.39676034]","[-2.64709445e+02  5.70337122e-03 -1.00711664e-01  1.80879952e-02
  2.70256257e+02  2.70414463e+02  2.70265414e+02 -4.15648350e-01]","[ 4.2656375  -6.28482038 -0.06643461  0.00757766  4.39558383  4.59945422
  4.40548015 -0.40221947]","[ 5.08707539e+00 -6.21666689e+00 -1.61305624e-02  3.83883989e-03
  4.29173872e+00  4.68167034e+00  4.36914401e+00 -4.32880445e-01]","[ 4.98972323 -6.88622584 -0.06436162  0.0069794   4.4068296   4.6012417
  4.42468972 -0.40070895]","[ 4.70577522 -6.14041792 -0.07839771  0.00805396  4.53501413  4.76553608
  4.5580464  -0.42270863]","[ 4.05593211 -6.24585085 -0.06824227  0.00717882  4.43821785  4.63670426
  4.45142243 -0.40582693]","[ 5.60496401 -6.38424184 -0.06610106  0.00721878  4.46929008  4.63678165
  4.47655072 -0.41510273]","[ 7.84976637e+00 -8.65161052e+00 -6.95193423e-02  5.59100883e-03
  4.50873357e+00  4.72675912e+00  4.54006351e+00 -4.05544722e-01]",538.9494329661006,0.8469,2,0.0107,2,0.2265,6,0.003,2,0.8391500000000001,0.84687,0.81465,0.83952,0.7627900000000001,0.83992,0.8434099999999999,0.8415100000000001,0.84016,0.84222
Batch_05,"[ 1.99347023e+02  2.47144614e-03 -3.64675244e-02  2.57517053e-03
 -1.95815666e+02 -1.95787816e+02 -1.95624546e+02 -3.36942347e-01]","[ 2.27907105e+02  1.78299658e-03 -4.27405527e-02  3.26960511e-03
 -2.24266985e+02 -2.24227877e+02 -2.24075907e+02 -3.44566882e-01]","[ 2.95557736e+02  2.28271301e-03 -3.48645127e-02  2.18795942e-03
 -2.92235082e+02 -2.92224654e+02 -2.92051098e+02 -3.19722621e-01]","[ 1.02714139e+02  2.91585392e-03 -3.87694096e-02  2.87457379e-03
 -9.90507633e+01 -9.89945412e+01 -9.88874868e+01 -3.36383126e-01]","[ 2.57695101e+02  2.05798180e-03 -3.53301538e-02  2.47859133e-03
 -2.54198728e+02 -2.54193056e+02 -2.54022604e+02 -3.34478236e-01]","[ 3.86513043e+02  1.46547898e-03 -3.42537967e-02  2.25059112e-03
 -3.83061486e+02 -3.83033630e+02 -3.82880827e+02 -3.32223353e-01]","[ 2.05918242e+02  3.30421977e-03 -5.12848415e-02  2.41810907e-03
 -2.02545124e+02 -2.02453414e+02 -2.02377316e+02 -3.19073290e-01]","[ 2.52278655e+02  1.72883690e-03 -3.79645450e-02  2.65607913e-03
 -2.48728426e+02 -2.48678086e+02 -2.48541375e+02 -3.33839296e-01]","[ 4.95662841e+02  1.17409741e-03 -3.62184008e-02  2.36146963e-03
 -4.92210346e+02 -4.92196033e+02 -4.92060367e+02 -3.28958080e-01]","[ 1.87779206e+02  1.60510797e-03 -3.43558239e-02  2.46380808e-03
 -1.84049379e+02 -1.84017510e+02 -1.83877358e+02 -3.47354931e-01]",1764.6639209589325,0.8389,8,0.0031,2,0.1557,9,0.0008,2,0.8383100000000001,0.83681,0.83728,0.83804,0.8385299999999999,0.8387899999999998,0.83308,0.8388900000000001,0.8388199999999999,0.8371699999999999
Batch_06,"[ 2.11346668e+02 -1.33812082e+01 -2.60033901e-02  2.79135991e-03
  4.34093907e+00  4.48008686e+00  4.39386612e+00 -4.37079199e-01]","[-7.07100918e+01  1.56518186e-03 -4.23204910e-02  8.89137213e-03
  7.48272667e+01  7.49874735e+01  7.49717360e+01 -3.86486888e-01]","[ 8.87474146e+05 -3.30326516e+01 -4.12253118e-02  5.79739646e-03
  4.23275941e+00  4.35842929e+00  4.29471376e+00 -4.04211088e-01]","[ 5.77850900e+05 -3.20072965e+01 -6.30283568e-02  7.48303335e-03
  4.25753560e+00  4.39013369e+00  4.32801470e+00 -4.00552043e-01]","[-4.23362498e+02  1.19316347e-03 -5.42747693e-02  9.23442319e-03
  4.27964078e+02  4.28092552e+02  4.28028711e+02 -4.10383884e-01]","[ 2.93391348e+06 -3.58374299e+01 -3.98798116e-02  5.57909875e-03
  4.16057421e+00  4.30328705e+00  4.25339459e+00 -3.97258459e-01]","[-1.73755072e+02  1.41401761e-03 -4.97277819e-02  7.54691894e-03
  1.78166956e+02  1.78292589e+02  1.78258407e+02 -4.07423197e-01]","[-1.70261672e+02  1.34371136e-03 -4.28476826e-02  7.11234132e-03
  1.74570546e+02  1.74706684e+02  1.74668277e+02 -3.97136513e-01]","[-1.65880965e+02  1.44654766e-03 -4.19699994e-02  6.41233704e-03
  1.70221153e+02  1.70362523e+02  1.70297378e+02 -3.97569512e-01]","[ 7.42483620e+13 -7.19185638e+01 -4.50925280e-02  6.36071804e-03
  4.16764184e+00  4.30935906e+00  4.26051214e+00 -3.95899935e-01]",74248361957584.67,0.847,6,0.0097,8,0.1562,3,0.0011,5,0.84023,0.8370299999999998,0.84429,0.83973,0.83725,0.84703,0.83798,0.83945,0.83833,0.8184199999999999
Batch_07,"[-1.04864655e+03  1.28041744e-03 -6.83496928e-02  1.47638275e-02
  1.05410106e+03  1.05413802e+03  1.05400203e+03 -4.29293107e-01]","[-9.55741253e+02  1.31726190e-03 -6.74351161e-02  1.56325062e-02
  9.61043014e+02  9.61123705e+02  9.61008458e+02 -4.23350583e-01]","[-1.09617568e+03  1.35525203e-03 -7.27461935e-02  1.65223551e-02
  1.10172342e+03  1.10179999e+03  1.10167283e+03 -4.37835593e-01]","[-1.03924837e+03  1.16426107e-03 -7.35924262e-02  1.62145861e-02
  1.04441990e+03  1.04452255e+03  1.04437924e+03 -4.06618819e-01]","[-9.71748391e+02  1.55671982e-03 -7.25820647e-02  1.70047715e-02
  9.77271777e+02  9.77345128e+02  9.77227994e+02 -4.32207944e-01]","[-1.03284560e+03  1.53218061e-03 -7.54282853e-02  1.72721804e-02
  1.03846603e+03  1.03854644e+03  1.03840667e+03 -4.37786251e-01]","[ 6.05585729 -5.30566594 -0.05075843  0.01031092  4.36566841  4.4296718
  4.30656719 -0.43744018]","[-1.05627562e+03  1.29290281e-03 -7.03498570e-02  1.59251750e-02
  1.06171673e+03  1.06178267e+03  1.06165610e+03 -4.31355694e-01]","[-1.11372567e+03  1.24047351e-03 -5.92442049e-02  1.49902444e-02
  1.11910409e+03  1.11918562e+03  1.11906670e+03 -4.27559206e-01]","[ 7.01213971 -5.48920039 -0.0618869   0.00952374  4.53651933  4.5878546
  4.42514526 -0.45328661]",5909.303931476141,0.915,7,0.0024,2,0.1345,7,0.0016,3,0.90851,0.9111699999999999,0.91099,0.9106,0.9112199999999999,0.9107899999999999,0.9150499999999999,0.91075,0.9109,0.91144
Batch_08,"[ 6.14724662e+00 -7.24408793e+00 -5.16846680e-02  4.53450047e-03
  3.99532820e+00  4.21229813e+00  4.10901139e+00 -4.09342802e-01]","[-9.67071757e+01  3.80996653e-03 -6.03854603e-02  6.37423755e-03
  1.00863724e+02  1.01099760e+02  1.00984814e+02 -3.82490356e-01]","[ 1.25942508e+01 -8.73120651e+00 -4.48500708e-02  3.78706441e-03
  3.99844864e+00  4.20773373e+00  4.11311911e+00 -4.11849449e-01]","[-7.21042711e+01  4.39505651e-03 -6.39214814e-02  6.64756417e-03
  7.62837434e+01  7.65008940e+01  7.64041207e+01 -3.91456106e-01]","[-3.29623470e+01  8.68365984e-03 -4.95502104e-02  4.44417967e-03
  3.70731052e+01  3.72677339e+01  3.71806509e+01 -3.85807508e-01]","[-4.52967762e+01  5.88346809e-03 -4.80090097e-02  4.34984353e-03
  4.94505902e+01  4.96566201e+01  4.95608071e+01 -3.96242222e-01]","[-1.90802120e+01  1.49742156e-02 -4.29293595e-02  4.52025707e-03
  2.31712028e+01  2.34243684e+01  2.32924484e+01 -3.92588266e-01]","[-2.80940417e+01  7.32766499e-03 -5.30191439e-02  5.45367843e-03
  3.20657539e+01  3.23000129e+01  3.21913371e+01 -3.74729773e-01]","[-1.43199413e+02  3.54213741e-03 -6.25241305e-02  8.18877902e-03
  1.47489029e+02  1.47703960e+02  1.47596128e+02 -3.90057122e-01]","[-7.67399928e+01  5.76146281e-03 -5.41883230e-02  6.36257342e-03
  8.10071773e+01  8.12336713e+01  8.11343134e+01 -3.99323336e-01]",441.717888794468,0.7801,8,0.0269,8,0.163,1,0.0006,4,0.76814,0.7789900000000001,0.7639900000000001,0.77514,0.7752000000000001,0.76913,0.7703800000000001,0.78013,0.76678,0.77039
Batch_09,"[ 3.26699730e+20 -1.11897029e+02 -3.28520567e-02  3.33305757e-03
  4.05562694e+00  4.05484344e+00  4.17017878e+00 -4.02737711e-01]","[ 2.19082228e+20 -1.10915679e+02 -3.42769372e-02  3.44608858e-03
  4.07936287e+00  4.05788661e+00  4.18418839e+00 -4.05171287e-01]","[ 5.61801117e+20 -1.13105463e+02 -4.51297168e-02  4.71965465e-03
  4.12778239e+00  4.12154982e+00  4.22609297e+00 -4.07193304e-01]","[ 9.35273019e-02  1.27849949e+00 -3.42937156e-02  2.68859707e-03
  3.81458003e+00  3.81137236e+00  3.91472337e+00 -3.95103302e-01]","[ 2.47852226e+20 -1.11192178e+02 -2.70304370e-02  2.84830379e-03
  4.02859179e+00  4.03249428e+00  4.13770446e+00 -4.02201654e-01]","[-5.96251029e+01  1.80612966e-03 -3.73199267e-02  4.30115805e-03
  6.37186213e+01  6.37236795e+01  6.38482370e+01 -3.96340846e-01]","[-2.07417856e+01 -2.41864249e-03 -3.78414048e-02  4.04805367e-03
  2.46768782e+01  2.46887159e+01  2.47942219e+01 -3.84181767e-01]","[-5.12405084e+01  1.91153019e-03 -5.23513969e-02  5.74149129e-03
  5.52980387e+01  5.52580418e+01  5.53358538e+01 -3.69527515e-01]","[ 2.29385938e+20 -1.10881195e+02 -3.43998025e-02  3.86714593e-03
  4.09063223e+00  4.08774088e+00  4.21045373e+00 -4.12177335e-01]","[ 2.00206393e+14 -7.84045254e+01 -3.40508185e-02  3.39554779e-03
  4.12591971e+00  4.11810833e+00  4.23908190e+00 -4.13427568e-01]",7.644598521647867e+20,0.8758,2,0.0047,2,0.1409,2,0.0029,9,0.87486,0.87582,0.8715400000000001,0.8630599999999999,0.8745899999999999,0.86503,0.8660599999999998,0.86435,0.873,0.8714700000000001
Batch_10,"[-4.60673300e-01 -9.76750628e+01  9.20638035e-02 -4.89985310e-03
  6.16790992e+00  5.94579881e+00  6.04783388e+00 -9.45438867e-01]","[ 2.28775258e+01 -1.01976852e+02  5.36738677e-02 -1.27239579e-03
  6.21713769e+00  6.02526439e+00  6.11594349e+00 -9.31431498e-01]","[-3.91985254e+28 -1.11387240e+02  5.68431743e-02 -2.07996431e-03
  6.31463181e+00  6.10992847e+00  6.26798208e+00 -9.74642091e-01]","[-2.88373642e+01 -6.19751017e+01  4.94409277e-02 -1.70489362e-03
  6.34280328e+00  6.16738457e+00  6.22054184e+00 -9.69161797e-01]","[ 2.01260882e+01 -1.05606413e+02  6.02184662e-02 -5.82661238e-04
  6.12805543e+00  6.00911712e+00  6.04935581e+00 -9.24323029e-01]","[ 3.20996417e+01 -9.25337329e+01  5.22092623e-02 -1.30697485e-03
  6.21534062e+00  6.03228918e+00  6.14551876e+00 -9.38884966e-01]","[-2.40398499e+01 -6.95932523e+01  6.66791227e-02 -3.90115558e-03
  6.24950538e+00  6.07728468e+00  6.18867907e+00 -9.50951340e-01]","[-2.33389139e+01 -7.69118725e+01  5.83816700e-02 -1.88941737e-03
  6.25068158e+00  6.04666625e+00  6.13436918e+00 -9.43101568e-01]","[ 3.48869508e+02 -4.84859787e-03  2.03646175e-02  7.36473297e-03
 -3.41275387e+02 -3.41471858e+02 -3.41368819e+02 -9.71212565e-01]","[ 2.44809487e+01 -1.07523401e+02  3.24951227e-02  9.11405986e-04
  6.27377871e+00  6.08631187e+00  6.14767635e+00 -9.33538319e-01]",3.9198525421347655e+28,0.8924,3,0.0004,10,0.2578,3,0.0034,1,0.876,0.8861800000000001,0.8924300000000001,0.88744,0.88318,0.8883699999999999,0.88638,0.8847799999999999,0.87538,0.88766
